strategy,chamfer,static_completeness,dynamic_completeness,static_accuracy,dynamic_accuracy,motion_gap,ate,rpe,rot_error,focal_error,pp_error,jitter_mean,jitter_std,jitter_p95,jitter_max,drift_mean,hf_jitter
opt_2views,0.0259731595684706,0.6750181452156796,0.438198992680127,0.7666360791152315,0.4973305143405106,0.2693055647747208,0.0615716311064635,0.0375572475620723,1.2922052460076965,0.0990650495605668,41.76111728811813,0.0016115193080622,0.0007172971410909,0.0026192494202404,0.013327568466775,0.0338632480707019,0.000287055344961
opt_3views,0.032759727440821,0.69769424682697,0.5862068238236295,0.8729630905764939,0.6818026194104434,0.1911604711660505,0.0615826349190669,0.060233044558295,1.3711494199002658,0.0850317873212727,38.20203860537072,0.0010805022029671,0.0004506748256971,0.0017237930383998,0.0088804554659872,0.022202720073983,0.0001730734809825
opt_4views,0.0247465989317965,0.738875727186168,0.6775081222328356,0.8628296198691853,0.7503535198972843,0.1124760999719009,0.0630060140085181,0.0546305502174139,1.3450470572544035,0.0865872100049253,36.85993545849256,0.0010096567159052,0.0006270773272262,0.0015570665011181,0.0143360892892814,0.0197354255244135,0.0001779660575265
