strategy,chamfer,ate,rpe,rot_error,focal_error,pp_error,delta_consistency,global_accuracy,global_completeness
baseline_2views,1.2362070683925572,7.244249286202671,0.64396751965445,13.227430666674426,0.4751474100989258,421.2259704752404,,0.0297255357142857,0.0341626926532587
baseline_3views,0.907942435415589,4.253611573266855,1.3835356955777147,22.601352588913823,0.4741515649120513,422.1957060174042,,0.016996369047619,0.0205702709240445
baseline_4views,1.0790553974012804,3.4850520206241145,1.22137989630184,16.584161803841464,0.4705053396073618,423.0885321364003,,0.0107721428571428,0.0134857281083696
global_2views,1.2305956698217746,6.482713365037,0.5720445953513588,10.898311180912044,0.4751474100989258,421.2259704752404,-0.0056113985707826,0.0258286309523809,0.0271999619876978
global_3views,0.9055245349572052,3.581068276010425,1.4068894213796272,21.20213147283182,0.4741515649120513,422.1957060174042,-0.0024179004583841,0.0132982142857142,0.0142643323657474
global_4views,1.036034774714952,2.858038697515202,1.2723123609391476,15.557630315018088,0.4705053396073618,423.0885321364003,-0.0430206226863283,0.0092836309523809,0.0111112550971041
