strategy,chamfer,static_completeness,dynamic_completeness,static_accuracy,dynamic_accuracy,motion_gap,ate,rpe,rot_error,focal_error,pp_error,jitter_mean,jitter_std,jitter_p95,jitter_max,drift_mean,hf_jitter,delta_consistency
baseline_2views,0.0682043461273138,0.8486044811802363,0.6244931469009444,0.8902954195141751,0.353957294812034,0.536338124702141,0.0386669107388698,0.0240275142220108,0.972809336797498,0.0990650495605668,41.76111728811813,0.0039529938949272,0.0026258240803144,0.0086868721526116,0.059244636632502,0.0080998304765671,0.0066094827838242,
baseline_3views,0.121835465406109,0.9205878397832192,0.4866549174718205,0.9529082536485084,0.3334569656502325,0.6194512879982759,0.0496084499260721,0.0540687207864949,1.178036830898928,0.0855765343507566,38.20203860537072,0.0032676502829417,0.001644964836305,0.0051781442249193,0.0358846018090844,0.0078585311770439,0.0053422627039253,
baseline_4views,0.0951719808591343,0.8644459821734483,0.6905003669000138,0.9370098828738936,0.5160240566812457,0.4209858261926478,0.0474242673235042,0.0409810236934774,1.127138591890372,0.0866700806037445,36.85993545849256,0.0046807473292574,0.0020054228371009,0.0070237125735729,0.0351164213381707,0.0088356889784336,0.0077622232493013,
strategy1_2views,0.0716926563420677,0.7474016616915435,0.5081408959867699,0.807506134678951,0.3005888564371397,0.5069172782418113,0.0448392115601054,0.0265801779388646,1.4197459777857453,0.0990650495605668,41.76111728811813,0.0042746195569634,0.0026531895739026,0.0088952699210494,0.0593140810728073,0.016976520884782,0.0070974102243781,0.0034883102147538
strategy1_3views,0.1373229768650959,0.6335233366019986,0.2805236607793539,0.6787252849266002,0.211330937330758,0.4673943475958422,0.0957659263748228,0.0815276139720459,2.40233333316957,0.0855765343507566,38.20203860537072,0.007362622465007,0.0024722151632886,0.0114873951766639,0.0380602903664112,0.0344970783218741,0.0123705742880702,0.0154875114589869
strategy1_4views,0.107684857268708,0.5826762777385137,0.4198037018910832,0.7235933626218988,0.4055482019069391,0.3180451607149597,0.113751741950582,0.1012557066754234,2.076102109185763,0.0866700806037445,36.85993545849256,0.0085997608024626,0.0031115212128497,0.0133534020278602,0.0396280044689774,0.0352832070551812,0.0144066629000008,0.0125128764095736
strategy2_2views,0.0716756843104337,0.755234372293842,0.5126959101429126,0.8109746590875992,0.3062026581653143,0.504772000922285,0.0448668300209764,0.0264774855019853,1.3978334646775947,0.0990650495605668,41.76111728811813,0.0038910097675397,0.0026372364722192,0.0084947150666266,0.0596476638689637,0.0162077425513416,0.0064601360354572,0.0034713381831199
strategy2_3views,0.1356792395128443,0.664182170102001,0.2940298529298244,0.7110666136654764,0.2184770409353909,0.4925895727300855,0.0949475313577146,0.08256698311709,2.2254575996987502,0.0855765343507566,38.20203860537072,0.0039029474603012,0.0016808069427497,0.0059816868975758,0.0358609667047858,0.0200712159741669,0.0064105802215635,0.0138437741067353
strategy2_4views,0.1079326988842262,0.5862222672228778,0.4191490339589007,0.7283299161219445,0.4063629164505404,0.3219669996714041,0.1221288105605627,0.1107075206596487,1.9749821001068464,0.0866700806037445,36.85993545849256,0.0055928973015397,0.0021550945937633,0.0084582243580371,0.0353608357720077,0.0272879844531416,0.0093610129784792,0.0127607180250918
strategy3_2views,0.0717844938637805,0.7486028880900676,0.5105458502053981,0.8081393653503595,0.3017213498795357,0.5064180154708238,0.0449519896255512,0.0266723607496869,1.4247298774313877,0.0990650495605668,41.76111728811813,0.0039839117089286,0.0026104361983016,0.0084367726463824,0.0594428295269608,0.0141355046536773,0.006570695573464,0.0035801477364666
strategy3_3views,0.1371273743583079,0.6392851081497872,0.2802869503763368,0.6884698959854668,0.2099121477540807,0.4785577482313861,0.0978381366367447,0.0835684400046968,2.4073287411726643,0.0855765343507566,38.20203860537072,0.0053271729964762,0.0016678002604749,0.0073723758570849,0.0367775108665227,0.0244515862315893,0.0086099255364388,0.0152919089521988
strategy3_4views,0.1066724822805443,0.5997517122912788,0.4356382111288848,0.7384270283055603,0.4044617929263316,0.3339652353792287,0.1092027094939377,0.096009299390815,2.0524181176540077,0.0866700806037445,36.85993545849256,0.0063881063368171,0.0019921600585803,0.00877620652318,0.0359933339059352,0.0262457103468477,0.0103943983092904,0.0115005014214099
