strategy,chamfer,static_completeness,dynamic_completeness,static_accuracy,dynamic_accuracy,motion_gap,ate,rpe,rot_error,focal_error,pp_error,jitter_mean,jitter_std,jitter_p95,jitter_max,drift_mean,hf_jitter
opt_2views,0.0393360584372682,0.4468990980473862,0.4897429914156823,0.6351072525904796,0.4806414940411208,0.1544657585493588,0.4394222825598565,0.0503089638794545,2.1452503926735274,0.1646986411962907,76.02016530682863,0.0025392455165273,0.0010510328342206,0.0036483934149145,0.0169336476363241,0.0542952799238264,0.0004058970167534
opt_3views,0.0284707772251018,0.62153718373795,0.5102415768389454,0.7314356573994536,0.596826205793037,0.1346094516064165,0.2479637898301962,0.1018651491963731,2.2585130275905607,0.1495418670952657,72.45942080769048,0.0010704068117774,0.0004900929503491,0.0019669351400806,0.0055922387633472,0.022425200138241,0.000176417538023
opt_4views,0.02862245885924,0.5779130482051944,0.5619819919482303,0.7269818788212994,0.6452848986633688,0.0816969801579306,0.3242416174147832,0.0903949118608728,2.7297949294690667,0.1573022387209524,70.98237067160454,0.0009884559782221,0.000522118830122,0.0015923839935566,0.0078563281800597,0.018779832497239,0.0001872980159532
