strategy,chamfer,static_completeness,dynamic_completeness,static_accuracy,dynamic_accuracy,motion_gap,ate,rpe,rot_error,focal_error,pp_error,jitter_mean,jitter_std,jitter_p95,jitter_max,drift_mean,hf_jitter,delta_consistency
baseline_2views,0.017517548649282,0.8288725635464651,0.6139301594997769,0.9151423100707742,0.7438562313585986,0.1712860787121756,0.0402131986565729,0.0305131879077227,0.9341049552647736,0.0908633660704514,41.76111728811813,0.0030035725794732,0.0018680386710911,0.0062079611234366,0.028132552281022,0.0051236082799732,0.0048943487927317,
baseline_3views,0.0309356768051726,0.7617196579196642,0.4287462969768826,0.9574730710360684,0.7074813051126371,0.2499917659234313,0.039802695957072,0.0593546651341538,1.438125822415716,0.0861784260178019,38.20203860537072,0.0031955069862306,0.0019790625665336,0.0053046899847686,0.0509759373962879,0.0080868592485785,0.0051647434011101,
baseline_4views,0.0188338966353072,0.8280255172397838,0.7163813281537976,0.9591827737273878,0.8685704120245868,0.0906123617028009,0.0271912416217226,0.0330515030049402,0.839625447327486,0.0952102359829822,36.85993545849256,0.0040851845405995,0.003109062789008,0.0061658266931772,0.0708946660161018,0.0080229844897985,0.0068623232655227,
strategy1_2views,0.0276212186473126,0.6394008532822008,0.3018084490960386,0.7223312657255717,0.4311635005045902,0.2911677652209815,0.0571828934602911,0.0385702411508645,1.3154491728266606,0.0908633660704514,41.76111728811813,0.0047693653032183,0.0016255240188911,0.0069689182564616,0.0278053041547536,0.0086812423542141,0.0078081814572215,0.0101036699980305
strategy1_3views,0.0349889269338338,0.705051298348379,0.373298808738641,0.9073082448180916,0.6512709109091496,0.2560373339089419,0.0743799754600293,0.0690198322341986,1.658171512227,0.0861784260178019,38.20203860537072,0.0063000852242112,0.002204839605838,0.0091920904815196,0.0532612167298793,0.0588214434683322,0.0097308931872248,0.0040532501286611
strategy1_4views,0.0278892498078151,0.6918963165194673,0.534063677215704,0.8587769773263441,0.693933167351952,0.164843809974392,0.1020234136338936,0.1121341010965532,1.7128382379123,0.0952102359829822,36.85993545849256,0.0084729623049497,0.0037718114908784,0.0134553890675306,0.0729267820715904,0.0174285043030977,0.015009207651019,0.0090553531725079
strategy2_2views,0.0313489639351549,0.622448992896256,0.2833218730541063,0.7118865873870105,0.4354347257448419,0.2764518616421686,0.0748753383902283,0.0478882942133597,1.2924332404374708,0.0908633660704514,41.76111728811813,0.0060161724686622,0.0022973262239247,0.0093137612566351,0.0283525232225656,0.0070799239911139,0.0097665889188647,0.0138314152858728
strategy2_3views,0.034650867785817,0.692930448455404,0.3828047030443038,0.8973017746568411,0.6753683622013024,0.2219334124555387,0.0713584261695416,0.0678165044518262,1.7544890503662345,0.0861784260178019,38.20203860537072,0.0061989496462047,0.0021596422884613,0.0090685719624161,0.0518628172576427,0.0478745996952056,0.0109704760834574,0.0037151909806443
strategy2_4views,0.0264951224816578,0.7043491935909701,0.5522202666101169,0.870265937877798,0.7192569147052909,0.1510090231725072,0.0905166629588154,0.1027048973742188,1.5828804960931515,0.0952102359829822,36.85993545849256,0.0055247116833925,0.003243276849389,0.0085571650415658,0.0703917443752288,0.0183739475905895,0.0092921424657106,0.0076612258463506
strategy3_2views,0.0274357438221937,0.6447176717050492,0.2905037760710761,0.7283738169154111,0.4364802602373645,0.2918935566780466,0.060185744328777,0.0381386406308333,1.213341556304331,0.0908633660704514,41.76111728811813,0.0042385272681713,0.0018614206928759,0.0070523899048566,0.0281427204608917,0.0077685499563813,0.0066449404694139,0.0099181951729116
strategy3_3views,0.0349462014398299,0.7050279135235876,0.3585459726350198,0.9085185041518508,0.6313203399666054,0.2771981641852454,0.076998116658512,0.0693356816243705,1.6758655836171066,0.0861784260178019,38.20203860537072,0.0057745324447751,0.0021244646050035,0.00837286375463,0.0530274808406829,0.047486700117588,0.0086905853822827,0.0040105246346572
strategy3_4views,0.0261470363270442,0.7042511546095477,0.573415133508261,0.8711424266087949,0.7304557619863599,0.140686664622435,0.0857894280431618,0.097237915694656,1.5837738355412927,0.0952102359829822,36.85993545849256,0.0054764109663665,0.0031282035633921,0.0078996839001774,0.070917785167694,0.0157795995473861,0.0089736143127083,0.007313139691737
